transit_date,station_complex,ridership
2022-02-10,163 St-Amsterdam Av (C),2663.0
2022-02-10,175 St (A),6592.0
2022-02-10,181 St (A),6482.0
2022-02-10,190 St (A),2371.0
2022-02-10,"23 St (C,E)",12418.0
2022-02-10,"23 St (R,W)",9853.0
2022-02-10,"28 St (R,W)",5339.0
2022-02-10,3 Av (L),4390.0
2022-02-10,"34 St-Penn Station (A,C,E)",36795.0
2022-02-10,"49 St (N,R,W)",10953.0
2022-02-10,"50 St (C,E)",10044.0
2022-02-10,"72 St (C,B)",4595.0
2022-02-10,"8 St-NYU (R,W)",9546.0
2022-02-10,"81 St-Museum of Natural History (C,B)",6399.0
2022-02-10,"86 St (C,B)",6578.0
2022-02-10,"96 St (C,B)",5939.0
2022-02-10,"Astoria-Ditmars Blvd (N,W)",9650.0
2022-02-10,Atlantic Av (L),1035.0
2022-02-10,Bedford Av (L),18376.0
2022-02-10,"Bowery (J,Z)",1867.0
2022-02-10,"Broad St (J,Z)",3311.0
2022-02-10,Bushwick Av-Aberdeen St (L),1630.0
2022-02-10,"Canal St (A,C,E)",9026.0
2022-02-10,Canarsie-Rockaway Pkwy (L),3353.0
2022-02-10,"Cathedral Pkwy (110 St) (C,B)",4698.0
2022-02-10,Central Av (M),2626.0
2022-02-10,Clinton-Washington Avs (C),4252.0
2022-02-10,DeKalb Av (L),8020.0
2022-02-10,Dyckman St (A),3700.0
2022-02-10,East 105 St (L),2019.0
2022-02-10,Forest Av (M),3028.0
2022-02-10,Fresh Pond Rd (M),4023.0
2022-02-10,Graham Av (L),6312.0
2022-02-10,Grand St (L),4779.0
2022-02-10,Halsey St (L),4679.0
2022-02-10,"Hewes St (M,J)",1869.0
2022-02-10,"High St (A,C)",6106.0
2022-02-10,"Hoyt-Schermerhorn Sts (A,C,G)",6686.0
2022-02-10,Inwood-207 St (A),5020.0
2022-02-10,Jefferson St (L),4614.0
2022-02-10,Kingston-Throop Avs (C),4192.0
2022-02-10,Knickerbocker Av (M),2667.0
2022-02-10,Lafayette Av (C),3200.0
2022-02-10,Livonia Av (L),1797.0
2022-02-10,"Marcy Av (M,J,Z)",8048.0
2022-02-10,Middle Village-Metropolitan Av (M),2816.0
2022-02-10,Montrose Av (L),4606.0
2022-02-10,Morgan Av (L),4516.0
2022-02-10,New Lots Av (L),2676.0
2022-02-10,"Nostrand Av (A,C)",10503.0
2022-02-10,Park Pl (S),1098.0
2022-02-10,"Prince St (R,W)",5631.0
2022-02-10,Seneca Av (M),1890.0
2022-02-10,"Spring St (C,E)",6486.0
2022-02-10,Sutter Av (L),1843.0
2022-02-10,"Utica Av (A,C)",1958.0
2022-02-10,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",22761.0
2022-02-10,Wilson Av (L),2942.0
2022-02-11,1 Av (L),17010.0
2022-02-11,"103 St (C,B)",2844.0
2022-02-11,"116 St (C,B)",4622.0
2022-02-11,"125 St (A,C,B,D)",16862.0
2022-02-11,"135 St (C,B)",3397.0
2022-02-11,"145 St (A,C,B,D)",13199.0
2022-02-11,155 St (C),1664.0
2022-02-11,163 St-Amsterdam Av (C),2761.0
2022-02-11,175 St (A),6825.0
2022-02-11,181 St (A),6517.0
2022-02-11,190 St (A),2498.0
2022-02-11,"23 St (C,E)",11715.0
2022-02-11,"23 St (R,W)",8617.0
2022-02-11,"28 St (R,W)",5375.0
2022-02-11,3 Av (L),4565.0
2022-02-11,"34 St-Penn Station (A,C,E)",36179.0
2022-02-11,"49 St (N,R,W)",11391.0
2022-02-11,"50 St (C,E)",9754.0
2022-02-11,"72 St (C,B)",5023.0
2022-02-11,"8 St-NYU (R,W)",8967.0
2022-02-11,"81 St-Museum of Natural History (C,B)",6709.0
2022-02-11,"86 St (C,B)",6426.0
2022-02-11,"96 St (C,B)",5941.0
2022-02-11,"Astoria-Ditmars Blvd (N,W)",9534.0
2022-02-11,Atlantic Av (L),1147.0
2022-02-11,Bedford Av (L),19570.0
2022-02-11,"Bowery (J,Z)",2133.0
2022-02-11,"Broad St (J,Z)",3141.0
2022-02-11,Bushwick Av-Aberdeen St (L),1651.0
2022-02-11,"Canal St (A,C,E)",8268.0
2022-02-11,Canarsie-Rockaway Pkwy (L),3225.0
2022-02-11,"Cathedral Pkwy (110 St) (C,B)",4983.0
2022-02-11,Central Av (M),2665.0
2022-02-11,Clinton-Washington Avs (C),4318.0
2022-02-11,DeKalb Av (L),7974.0
2022-02-11,Dyckman St (A),4034.0
2022-02-11,East 105 St (L),1867.0
2022-02-11,Forest Av (M),2856.0
2022-02-11,Fresh Pond Rd (M),3986.0
2022-02-11,Graham Av (L),5882.0
2022-02-11,Grand St (L),4892.0
2022-02-11,Halsey St (L),4933.0
2022-02-11,"Hewes St (M,J)",1974.0
2022-02-11,"High St (A,C)",6131.0
2022-02-11,"Hoyt-Schermerhorn Sts (A,C,G)",6869.0
2022-02-11,Inwood-207 St (A),5174.0
2022-02-11,Jefferson St (L),5030.0
2022-02-11,Kingston-Throop Avs (C),4224.0
2022-02-11,Knickerbocker Av (M),2762.0
2022-02-11,Lafayette Av (C),3515.0
2022-02-11,Livonia Av (L),1595.0
2022-02-11,"Marcy Av (M,J,Z)",8259.0
2022-02-11,Middle Village-Metropolitan Av (M),2736.0
2022-02-11,Montrose Av (L),4922.0
2022-02-11,Morgan Av (L),4806.0
2022-02-11,New Lots Av (L),2630.0
2022-02-11,"Nostrand Av (A,C)",10565.0
2022-02-11,Park Pl (S),1146.0
2022-02-11,"Prince St (R,W)",6507.0
2022-02-11,Seneca Av (M),1874.0
2022-02-11,"Spring St (C,E)",6445.0
2022-02-11,Sutter Av (L),1874.0
2022-02-11,"Utica Av (A,C)",1915.0
2022-02-11,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",22779.0
2022-02-11,Wilson Av (L),2985.0
2022-02-12,1 Av (L),15781.0
2022-02-12,"103 St (C,B)",2006.0
2022-02-12,"116 St (C,B)",2684.0
2022-02-12,"125 St (A,C,B,D)",11573.0
2022-02-12,"135 St (C,B)",1661.0
2022-02-12,"145 St (A,C,B,D)",9640.0
2022-02-12,155 St (C),1119.0
2022-02-12,163 St-Amsterdam Av (C),1782.0
2022-02-12,175 St (A),4569.0
2022-02-12,181 St (A),4312.0
2022-02-12,190 St (A),1756.0
2022-02-12,"23 St (C,E)",4655.0
2022-02-12,"23 St (R,W)",8399.0
2022-02-12,"28 St (R,W)",4713.0
2022-02-12,3 Av (L),4651.0
2022-02-12,"34 St-Penn Station (A,C,E)",22193.0
2022-02-12,"49 St (N,R,W)",13879.0
2022-02-12,"50 St (C,E)",2419.0
2022-02-12,"72 St (C,B)",4358.0
2022-02-12,"8 St-NYU (R,W)",9279.0
2022-02-12,"81 St-Museum of Natural History (C,B)",6592.0
2022-02-12,"86 St (C,B)",4305.0
2022-02-12,"96 St (C,B)",3124.0
2022-02-12,"Astoria-Ditmars Blvd (N,W)",6513.0
2022-02-12,Atlantic Av (L),500.0
2022-02-12,Bedford Av (L),23775.0
2022-02-12,"Bowery (J,Z)",2363.0
2022-02-12,"Broad St (J,Z)",1840.0
2022-02-12,Bushwick Av-Aberdeen St (L),1283.0
2022-02-12,"Canal St (A,C,E)",6120.0
2022-02-12,Canarsie-Rockaway Pkwy (L),1659.0
2022-02-12,"Cathedral Pkwy (110 St) (C,B)",3599.0
2022-02-12,Central Av (M),1516.0
2022-02-12,Clinton-Washington Avs (C),2711.0
2022-02-12,DeKalb Av (L),6235.0
2022-02-12,Dyckman St (A),2975.0
2022-02-12,East 105 St (L),938.0
2022-02-12,Forest Av (M),1376.0
2022-02-12,Fresh Pond Rd (M),1897.0
2022-02-12,Graham Av (L),4900.0
2022-02-12,Grand St (L),3148.0
2022-02-12,Halsey St (L),3601.0
2022-02-12,"Hewes St (M,J)",1238.0
2022-02-12,"High St (A,C)",3020.0
2022-02-12,"Hoyt-Schermerhorn Sts (A,C,G)",5624.0
2022-02-12,Inwood-207 St (A),3333.0
2022-02-12,Jefferson St (L),4889.0
2022-02-12,Kingston-Throop Avs (C),2763.0
2022-02-12,Knickerbocker Av (M),1518.0
2022-02-12,Lafayette Av (C),2969.0
2022-02-12,Livonia Av (L),819.0
2022-02-12,"Marcy Av (M,J,Z)",5190.0
2022-02-12,Middle Village-Metropolitan Av (M),1238.0
2022-02-12,Montrose Av (L),4087.0
2022-02-12,Morgan Av (L),4684.0
2022-02-12,New Lots Av (L),1230.0
2022-02-12,"Nostrand Av (A,C)",7674.0
2022-02-12,Park Pl (S),683.0
2022-02-12,"Prince St (R,W)",8868.0
2022-02-12,Seneca Av (M),950.0
2022-02-12,"Spring St (C,E)",3935.0
2022-02-12,Sutter Av (L),951.0
2022-02-12,"Utica Av (A,C)",1604.0
2022-02-12,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",22624.0
2022-02-12,Wilson Av (L),2208.0
2022-02-13,1 Av (L),11148.0
2022-02-13,"103 St (C,B)",1831.0
2022-02-13,"116 St (C,B)",2100.0
2022-02-13,"125 St (A,C,B,D)",7889.0
2022-02-13,"135 St (C,B)",1167.0
2022-02-13,"145 St (A,C,B,D)",6859.0
2022-02-13,155 St (C),804.0
2022-02-13,163 St-Amsterdam Av (C),1373.0
2022-02-13,175 St (A),3073.0
2022-02-13,181 St (A),3046.0
2022-02-13,190 St (A),1162.0
2022-02-13,"23 St (C,E)",2914.0
2022-02-13,"23 St (R,W)",5171.0
2022-02-13,"28 St (R,W)",3360.0
2022-02-13,3 Av (L),3259.0
2022-02-13,"34 St-Penn Station (A,C,E)",16818.0
2022-02-13,"49 St (N,R,W)",9339.0
2022-02-13,"50 St (C,E)",2109.0
2022-02-13,"72 St (C,B)",2980.0
2022-02-13,"8 St-NYU (R,W)",5521.0
2022-02-13,"81 St-Museum of Natural History (C,B)",5032.0
2022-02-13,"86 St (C,B)",3093.0
2022-02-13,"96 St (C,B)",2411.0
2022-02-13,"Astoria-Ditmars Blvd (N,W)",3916.0
2022-02-13,Atlantic Av (L),382.0
2022-02-13,Bedford Av (L),14762.0
2022-02-13,"Bowery (J,Z)",1489.0
2022-02-13,"Broad St (J,Z)",1088.0
2022-02-13,Bushwick Av-Aberdeen St (L),882.0
2022-02-13,"Canal St (A,C,E)",3809.0
2022-02-13,Canarsie-Rockaway Pkwy (L),1140.0
2022-02-13,"Cathedral Pkwy (110 St) (C,B)",2549.0
2022-02-13,Central Av (M),948.0
2022-02-13,Clinton-Washington Avs (C),1970.0
2022-02-13,DeKalb Av (L),4479.0
2022-02-13,Dyckman St (A),1819.0
2022-02-13,East 105 St (L),592.0
2022-02-13,Forest Av (M),892.0
2022-02-13,Fresh Pond Rd (M),1344.0
2022-02-13,Graham Av (L),3463.0
2022-02-13,Grand St (L),2056.0
2022-02-13,Halsey St (L),2494.0
2022-02-13,"Hewes St (M,J)",951.0
2022-02-13,"High St (A,C)",1523.0
2022-02-13,"Hoyt-Schermerhorn Sts (A,C,G)",4001.0
2022-02-13,Inwood-207 St (A),2128.0
2022-02-13,Jefferson St (L),3414.0
2022-02-13,Kingston-Throop Avs (C),1960.0
2022-02-13,Knickerbocker Av (M),959.0
2022-02-13,Lafayette Av (C),1931.0
2022-02-13,Livonia Av (L),578.0
2022-02-13,"Marcy Av (M,J,Z)",3361.0
2022-02-13,Middle Village-Metropolitan Av (M),686.0
2022-02-13,Montrose Av (L),3141.0
2022-02-13,Morgan Av (L),2921.0
2022-02-13,New Lots Av (L),923.0
2022-02-13,"Nostrand Av (A,C)",4785.0
2022-02-13,Park Pl (S),597.0
2022-02-13,"Prince St (R,W)",5052.0
2022-02-13,Seneca Av (M),668.0
2022-02-13,"Spring St (C,E)",2584.0
2022-02-13,Sutter Av (L),645.0
2022-02-13,"Utica Av (A,C)",820.0
2022-02-13,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",14893.0
2022-02-13,Wilson Av (L),1603.0
2022-02-14,1 Av (L),14814.0
2022-02-14,"103 St (C,B)",2495.0
2022-02-14,"116 St (C,B)",4081.0
2022-02-14,"125 St (A,C,B,D)",15488.0
2022-02-14,"135 St (C,B)",3553.0
2022-02-14,"145 St (A,C,B,D)",13971.0
2022-02-14,155 St (C),1541.0
2022-02-14,163 St-Amsterdam Av (C),2510.0
2022-02-14,175 St (A),6377.0
2022-02-14,181 St (A),6097.0
2022-02-14,190 St (A),2321.0
2022-02-14,"23 St (C,E)",11250.0
2022-02-14,"23 St (R,W)",9526.0
2022-02-14,"28 St (R,W)",5186.0
2022-02-14,3 Av (L),4057.0
2022-02-14,"34 St-Penn Station (A,C,E)",38442.0
2022-02-14,"49 St (N,R,W)",10044.0
2022-02-14,"50 St (C,E)",10078.0
2022-02-14,"72 St (C,B)",4383.0
2022-02-14,"8 St-NYU (R,W)",8913.0
2022-02-14,"81 St-Museum of Natural History (C,B)",5102.0
2022-02-14,"86 St (C,B)",6169.0
2022-02-14,"96 St (C,B)",5551.0
2022-02-14,"Astoria-Ditmars Blvd (N,W)",8861.0
2022-02-14,Atlantic Av (L),1018.0
2022-02-14,Bedford Av (L),16084.0
2022-02-14,"Bowery (J,Z)",1716.0
2022-02-14,"Broad St (J,Z)",3201.0
2022-02-14,Bushwick Av-Aberdeen St (L),1499.0
2022-02-14,"Canal St (A,C,E)",8795.0
2022-02-14,Canarsie-Rockaway Pkwy (L),3114.0
2022-02-14,"Cathedral Pkwy (110 St) (C,B)",4210.0
2022-02-14,Central Av (M),2366.0
2022-02-14,Clinton-Washington Avs (C),3782.0
2022-02-14,DeKalb Av (L),7527.0
2022-02-14,Dyckman St (A),3574.0
2022-02-14,East 105 St (L),1944.0
2022-02-14,Forest Av (M),2734.0
2022-02-14,Fresh Pond Rd (M),3779.0
2022-02-14,Graham Av (L),5342.0
2022-02-14,Grand St (L),4416.0
2022-02-14,Halsey St (L),4600.0
2022-02-14,"Hewes St (M,J)",1644.0
2022-02-14,"High St (A,C)",5601.0
2022-02-14,"Hoyt-Schermerhorn Sts (A,C,G)",6435.0
2022-02-14,Inwood-207 St (A),4813.0
2022-02-14,Jefferson St (L),4170.0
2022-02-14,Kingston-Throop Avs (C),3681.0
2022-02-14,Knickerbocker Av (M),2492.0
2022-02-14,Lafayette Av (C),3152.0
2022-02-14,Livonia Av (L),1823.0
2022-02-14,"Marcy Av (M,J,Z)",7071.0
2022-02-14,Middle Village-Metropolitan Av (M),2512.0
2022-02-14,Montrose Av (L),4159.0
2022-02-14,Morgan Av (L),4206.0
2022-02-14,New Lots Av (L),2502.0
2022-02-14,"Nostrand Av (A,C)",9326.0
2022-02-14,Park Pl (S),1095.0
2022-02-14,"Prince St (R,W)",5582.0
2022-02-14,Seneca Av (M),1742.0
2022-02-14,"Spring St (C,E)",6443.0
2022-02-14,Sutter Av (L),1753.0
2022-02-14,"Utica Av (A,C)",1705.0
2022-02-14,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",20214.0
2022-02-14,Wilson Av (L),2816.0
2022-02-15,1 Av (L),15199.0
2022-02-15,"103 St (C,B)",2475.0
2022-02-15,"116 St (C,B)",4221.0
2022-02-15,"125 St (A,C,B,D)",15946.0
2022-02-15,"135 St (C,B)",3543.0
2022-02-15,"145 St (A,C,B,D)",14286.0
2022-02-15,155 St (C),1499.0
2022-02-15,163 St-Amsterdam Av (C),2488.0
2022-02-15,175 St (A),6616.0
2022-02-15,181 St (A),6453.0
2022-02-15,190 St (A),2416.0
2022-02-15,"23 St (C,E)",11827.0
2022-02-15,"23 St (R,W)",9753.0
2022-02-15,"28 St (R,W)",5073.0
2022-02-15,3 Av (L),4096.0
2022-02-15,"34 St-Penn Station (A,C,E)",39146.0
2022-02-15,"49 St (N,R,W)",10775.0
2022-02-15,"50 St (C,E)",9840.0
2022-02-15,"72 St (C,B)",4761.0
2022-02-15,"8 St-NYU (R,W)",9304.0
2022-02-15,"81 St-Museum of Natural History (C,B)",5434.0
2022-02-15,"86 St (C,B)",6573.0
2022-02-15,"96 St (C,B)",5726.0
2022-02-15,"Astoria-Ditmars Blvd (N,W)",9254.0
2022-02-15,Atlantic Av (L),1077.0
2022-02-15,Bedford Av (L),17205.0
2022-02-15,"Bowery (J,Z)",1671.0
2022-02-15,"Broad St (J,Z)",3504.0
2022-02-15,Bushwick Av-Aberdeen St (L),1537.0
2022-02-15,"Canal St (A,C,E)",9522.0
2022-02-15,Canarsie-Rockaway Pkwy (L),3215.0
2022-02-15,"Cathedral Pkwy (110 St) (C,B)",4352.0
2022-02-15,Central Av (M),2418.0
2022-02-15,Clinton-Washington Avs (C),4149.0
2022-02-15,DeKalb Av (L),7832.0
2022-02-15,Dyckman St (A),3846.0
2022-02-15,East 105 St (L),1852.0
2022-02-15,Forest Av (M),2882.0
2022-02-15,Fresh Pond Rd (M),3730.0
2022-02-15,Graham Av (L),6197.0
2022-02-15,Grand St (L),4610.0
2022-02-15,Halsey St (L),4627.0
2022-02-15,"Hewes St (M,J)",1756.0
2022-02-15,"High St (A,C)",5880.0
2022-02-15,"Hoyt-Schermerhorn Sts (A,C,G)",6564.0
2022-02-15,Inwood-207 St (A),4937.0
2022-02-15,Jefferson St (L),4436.0
2022-02-15,Kingston-Throop Avs (C),3767.0
2022-02-15,Knickerbocker Av (M),2463.0
2022-02-15,Lafayette Av (C),2891.0
2022-02-15,Livonia Av (L),1831.0
2022-02-15,"Marcy Av (M,J,Z)",7231.0
2022-02-15,Middle Village-Metropolitan Av (M),2724.0
2022-02-15,Montrose Av (L),4426.0
2022-02-15,Morgan Av (L),4285.0
2022-02-15,New Lots Av (L),2559.0
2022-02-15,"Nostrand Av (A,C)",9832.0
2022-02-15,Park Pl (S),1158.0
2022-02-15,"Prince St (R,W)",5250.0
2022-02-15,Seneca Av (M),1754.0
2022-02-15,"Spring St (C,E)",6468.0
2022-02-15,Sutter Av (L),1768.0
2022-02-15,"Utica Av (A,C)",1778.0
2022-02-15,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",21652.0
2022-02-15,Wilson Av (L),2753.0
2022-02-16,1 Av (L),14469.0
2022-02-16,"103 St (C,B)",2623.0
2022-02-16,"116 St (C,B)",4276.0
2022-02-16,"125 St (A,C,B,D)",16913.0
2022-02-16,"135 St (C,B)",3736.0
2022-02-16,"145 St (A,C,B,D)",14774.0
2022-02-16,155 St (C),1636.0
2022-02-16,163 St-Amsterdam Av (C),2658.0
2022-02-16,175 St (A),6673.0
2022-02-16,181 St (A),6656.0
2022-02-16,190 St (A),2447.0
2022-02-16,"23 St (C,E)",12006.0
2022-02-16,"23 St (R,W)",9977.0
2022-02-16,"28 St (R,W)",5004.0
2022-02-16,3 Av (L),3526.0
2022-02-16,"34 St-Penn Station (A,C,E)",38277.0
2022-02-16,"49 St (N,R,W)",10768.0
2022-02-16,"50 St (C,E)",9744.0
2022-02-16,"72 St (C,B)",4705.0
2022-02-16,"8 St-NYU (R,W)",9114.0
2022-02-16,"81 St-Museum of Natural History (C,B)",6991.0
2022-02-16,"86 St (C,B)",6489.0
2022-02-16,"96 St (C,B)",5940.0
2022-02-16,"Astoria-Ditmars Blvd (N,W)",9530.0
2022-02-16,Atlantic Av (L),980.0
2022-02-16,Bedford Av (L),17101.0
2022-02-16,"Bowery (J,Z)",1755.0
2022-02-16,"Broad St (J,Z)",3480.0
2022-02-16,Bushwick Av-Aberdeen St (L),1619.0
2022-02-16,"Canal St (A,C,E)",9499.0
2022-02-16,Canarsie-Rockaway Pkwy (L),3386.0
2022-02-16,"Cathedral Pkwy (110 St) (C,B)",4572.0
2022-02-16,Central Av (M),2500.0
2022-02-16,Clinton-Washington Avs (C),4345.0
2022-02-16,DeKalb Av (L),7939.0
2022-02-16,Dyckman St (A),3801.0
2022-02-16,East 105 St (L),1948.0
2022-02-16,Forest Av (M),2961.0
2022-02-16,Fresh Pond Rd (M),3997.0
2022-02-16,Graham Av (L),5887.0
2022-02-16,Grand St (L),4613.0
2022-02-16,Halsey St (L),4793.0
2022-02-16,"Hewes St (M,J)",1992.0
2022-02-16,"High St (A,C)",5846.0
2022-02-16,"Hoyt-Schermerhorn Sts (A,C,G)",6666.0
2022-02-16,Inwood-207 St (A),5139.0
2022-02-16,Jefferson St (L),4491.0
2022-02-16,Kingston-Throop Avs (C),3757.0
2022-02-16,Knickerbocker Av (M),2616.0
2022-02-16,Lafayette Av (C),3135.0
2022-02-16,Livonia Av (L),1890.0
2022-02-16,"Marcy Av (M,J,Z)",8364.0
2022-02-16,Middle Village-Metropolitan Av (M),2744.0
2022-02-16,Montrose Av (L),4279.0
2022-02-16,Morgan Av (L),4539.0
2022-02-16,New Lots Av (L),2595.0
2022-02-16,"Nostrand Av (A,C)",10507.0
2022-02-16,Park Pl (S),1158.0
2022-02-16,"Prince St (R,W)",5234.0
2022-02-16,Seneca Av (M),1842.0
2022-02-16,"Spring St (C,E)",6712.0
2022-02-16,Sutter Av (L),1741.0
2022-02-16,"Utica Av (A,C)",1867.0
2022-02-16,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",22195.0
2022-02-16,Wilson Av (L),2781.0
2022-02-17,1 Av (L),14544.0
2022-02-17,"103 St (C,B)",2612.0
2022-02-17,"116 St (C,B)",4778.0
2022-02-17,"125 St (A,C,B,D)",17177.0
2022-02-17,"135 St (C,B)",3866.0
2022-02-17,"145 St (A,C,B,D)",14976.0
2022-02-17,155 St (C),1605.0
2022-02-17,163 St-Amsterdam Av (C),2679.0
2022-02-17,175 St (A),6777.0
2022-02-17,181 St (A),6680.0
2022-02-17,190 St (A),2569.0
2022-02-17,"23 St (C,E)",11687.0
2022-02-17,"23 St (R,W)",9440.0
2022-02-17,"28 St (R,W)",5044.0
2022-02-17,3 Av (L),4376.0
2022-02-17,"34 St-Penn Station (A,C,E)",38096.0
2022-02-17,"49 St (N,R,W)",10867.0
2022-02-17,"50 St (C,E)",9897.0
2022-02-17,"72 St (C,B)",4843.0
2022-02-17,"8 St-NYU (R,W)",9129.0
2022-02-17,"81 St-Museum of Natural History (C,B)",6513.0
2022-02-17,"86 St (C,B)",6566.0
2022-02-17,"96 St (C,B)",6171.0
2022-02-17,"Astoria-Ditmars Blvd (N,W)",9710.0
2022-02-17,Atlantic Av (L),1117.0
2022-02-17,Bedford Av (L),18136.0
2022-02-17,"Bowery (J,Z)",1820.0
2022-02-17,"Broad St (J,Z)",3309.0
2022-02-17,Bushwick Av-Aberdeen St (L),1596.0
2022-02-17,"Canal St (A,C,E)",8924.0
2022-02-17,Canarsie-Rockaway Pkwy (L),3358.0
2022-02-17,"Cathedral Pkwy (110 St) (C,B)",4790.0
2022-02-17,Central Av (M),2517.0
2022-02-17,Clinton-Washington Avs (C),4328.0
2022-02-17,DeKalb Av (L),8118.0
2022-02-17,Dyckman St (A),3938.0
2022-02-17,East 105 St (L),1896.0
2022-02-17,Forest Av (M),2926.0
2022-02-17,Fresh Pond Rd (M),3899.0
2022-02-17,Graham Av (L),6245.0
2022-02-17,Grand St (L),4700.0
2022-02-17,Halsey St (L),4821.0
2022-02-17,"Hewes St (M,J)",1904.0
2022-02-17,"High St (A,C)",6077.0
2022-02-17,"Hoyt-Schermerhorn Sts (A,C,G)",6633.0
2022-02-17,Inwood-207 St (A),5221.0
2022-02-17,Jefferson St (L),4599.0
2022-02-17,Kingston-Throop Avs (C),4107.0
2022-02-17,Knickerbocker Av (M),2747.0
2022-02-17,Lafayette Av (C),3279.0
2022-02-17,Livonia Av (L),2009.0
2022-02-17,"Marcy Av (M,J,Z)",7867.0
2022-02-17,Middle Village-Metropolitan Av (M),2738.0
2022-02-17,Montrose Av (L),4366.0
2022-02-17,Morgan Av (L),4412.0
2022-02-17,New Lots Av (L),2706.0
2022-02-17,"Nostrand Av (A,C)",10577.0
2022-02-17,Park Pl (S),1097.0
2022-02-17,"Prince St (R,W)",5679.0
2022-02-17,Seneca Av (M),1793.0
2022-02-17,"Spring St (C,E)",6562.0
2022-02-17,Sutter Av (L),1819.0
2022-02-17,"Utica Av (A,C)",1695.0
2022-02-17,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",23230.0
2022-02-17,Wilson Av (L),2909.0
2022-02-18,1 Av (L),16038.0
2022-02-18,"103 St (C,B)",2678.0
2022-02-18,"116 St (C,B)",4482.0
2022-02-18,"125 St (A,C,B,D)",16224.0
2022-02-18,"135 St (C,B)",3452.0
2022-02-18,"145 St (A,C,B,D)",13331.0
2022-02-18,155 St (C),1569.0
2022-02-18,163 St-Amsterdam Av (C),2658.0
2022-02-18,175 St (A),6591.0
2022-02-18,181 St (A),6356.0
2022-02-18,190 St (A),2490.0
2022-02-18,"23 St (C,E)",11486.0
2022-02-18,"23 St (R,W)",8922.0
2022-02-18,"28 St (R,W)",5086.0
2022-02-18,3 Av (L),4437.0
2022-02-18,"34 St-Penn Station (A,C,E)",36454.0
2022-02-18,"49 St (N,R,W)",10573.0
2022-02-18,"50 St (C,E)",11019.0
2022-02-18,"72 St (C,B)",4563.0
2022-02-18,"8 St-NYU (R,W)",8990.0
2022-02-18,"81 St-Museum of Natural History (C,B)",7113.0
2022-02-18,"86 St (C,B)",6157.0
2022-02-18,"96 St (C,B)",5622.0
2022-02-18,"Astoria-Ditmars Blvd (N,W)",9335.0
2022-02-18,Atlantic Av (L),959.0
2022-02-18,Bedford Av (L),18656.0
2022-02-18,"Bowery (J,Z)",1897.0
2022-02-18,"Broad St (J,Z)",3209.0
2022-02-18,Bushwick Av-Aberdeen St (L),1472.0
2022-02-18,"Canal St (A,C,E)",8254.0
2022-02-18,Canarsie-Rockaway Pkwy (L),3154.0
2022-02-18,"Cathedral Pkwy (110 St) (C,B)",4800.0
2022-02-18,Central Av (M),2691.0
2022-02-18,Clinton-Washington Avs (C),4235.0
2022-02-18,DeKalb Av (L),7923.0
2022-02-18,Dyckman St (A),3941.0
2022-02-18,East 105 St (L),1893.0
2022-02-18,Forest Av (M),2852.0
2022-02-18,Fresh Pond Rd (M),3738.0
2022-02-18,Graham Av (L),6022.0
2022-02-18,Grand St (L),4730.0
2022-02-18,Halsey St (L),4675.0
2022-02-18,"Hewes St (M,J)",1806.0
2022-02-18,"High St (A,C)",6130.0
2022-02-18,"Hoyt-Schermerhorn Sts (A,C,G)",6470.0
2022-02-18,Inwood-207 St (A),5037.0
2022-02-18,Jefferson St (L),5082.0
2022-02-18,Kingston-Throop Avs (C),3893.0
2022-02-18,Knickerbocker Av (M),2598.0
2022-02-18,Lafayette Av (C),3230.0
2022-02-18,Livonia Av (L),1881.0
2022-02-18,"Marcy Av (M,J,Z)",7748.0
2022-02-18,Middle Village-Metropolitan Av (M),2468.0
2022-02-18,Montrose Av (L),4835.0
2022-02-18,Morgan Av (L),4908.0
2022-02-18,New Lots Av (L),2426.0
2022-02-18,"Nostrand Av (A,C)",10138.0
2022-02-18,Park Pl (S),1087.0
2022-02-18,"Prince St (R,W)",6485.0
2022-02-18,Seneca Av (M),1801.0
2022-02-18,"Spring St (C,E)",6931.0
2022-02-18,Sutter Av (L),1875.0
2022-02-18,"Utica Av (A,C)",1444.0
2022-02-18,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",22458.0
2022-02-18,Wilson Av (L),2922.0
2022-02-19,1 Av (L),13432.0
2022-02-19,"103 St (C,B)",1500.0
2022-02-19,"116 St (C,B)",2411.0
2022-02-19,"125 St (A,C,B,D)",9534.0
2022-02-19,"135 St (C,B)",1529.0
2022-02-19,"145 St (A,C,B,D)",8297.0
2022-02-19,155 St (C),918.0
2022-02-19,163 St-Amsterdam Av (C),1604.0
2022-02-19,175 St (A),3892.0
2022-02-19,181 St (A),3750.0
2022-02-19,190 St (A),1360.0
2022-02-19,"23 St (C,E)",79.0
2022-02-19,"23 St (R,W)",9184.0
2022-02-19,"28 St (R,W)",5633.0
2022-02-19,3 Av (L),3831.0
2022-02-19,"34 St-Penn Station (A,C,E)",79.0
